name,poi_id,osm_way_id,osm_relation_id,building,amenity,way,geometry,centroid,area,area_ft2
Vista Del Sol G,182,256986551,,yes,,,"POLYGON ((-111.9304917 33.4138742, -111.930452 33.4138743, -111.930452 33.4138936, -111.9302582 33.4138938, -111.9302581 33.4138485, -111.9302269 33.4138486, -111.930227 33.4138887, -111.9301163 33.4138888, -111.9301163 33.4138376, -111.9300612 33.4138376, -111.9300613 33.4138814, -111.9299489 33.4138816, -111.9299488 33.4138433, -111.9299279 33.4138398, -111.9299269 33.4137376, -111.9299495 33.4137374, -111.9299491 33.4136968, -111.9300646 33.413696, -111.930065 33.4137375, -111.9300977 33.4137373, -111.9300972 33.4136898, -111.9302233 33.4136889, -111.9302238 33.4137392, -111.930267 33.4137389, -111.9302666 33.4136951, -111.9303415 33.4136945, -111.9303403 33.413572, -111.9302793 33.4135724, -111.9302789 33.4135307, -111.930212 33.4135312, -111.9302125 33.4135733, -111.9301296 33.4135738, -111.9301291 33.4135253, -111.930046 33.4135259, -111.9300465 33.4135764, -111.9299479 33.4135771, -111.9299476 33.4135404, -111.9299164 33.4135406, -111.9299153 33.4134386, -111.9299488 33.4134316, -111.9299487 33.4133913, -111.9300604 33.4133911, -111.9300605 33.4134454, -111.9301101 33.4134454, -111.93011 33.4134018, -111.9302125 33.4134017, -111.9302126 33.4134452, -111.9302765 33.4134452, -111.9302764 33.4134016, -111.9304864 33.4134013, -111.9304866 33.4135314, -111.9304556 33.4135315, -111.9304556 33.4135821, -111.9305133 33.413582, -111.9305135 33.4136957, -111.9304618 33.4136957, -111.9304618 33.4137324, -111.9305081 33.4137324, -111.9305083 33.4138568, -111.9304917 33.4138568, -111.9304917 33.4138742))",POINT (-111.9302363 33.4136501),2122.2,22843.7
Vista Del Sol H,183,256986552,,yes,,,"POLYGON ((-111.9298121 33.4137397, -111.9297682 33.4137396, -111.929768 33.4138789, -111.92971 33.4138789, -111.92971 33.4138386, -111.9296608 33.4138385, -111.9296607 33.413889, -111.9294594 33.4138888, -111.9294595 33.4138714, -111.9294031 33.4138714, -111.9294033 33.4137298, -111.9294723 33.4137299, -111.929466 33.4136915, -111.9294121 33.4136911, -111.9294132 33.4135864, -111.9294744 33.4135868, -111.9294749 33.4135411, -111.9294168 33.4135407, -111.9294184 33.4133918, -111.9296433 33.4133935, -111.9296427 33.4134427, -111.9296991 33.4134431, -111.9296996 33.4133947, -111.9297727 33.4133953, -111.9297713 33.4135236, -111.9298293 33.413524, -111.9298286 33.4135895, -111.9297043 33.4135886, -111.9296938 33.4135432, -111.9296703 33.4135432, -111.9296702 33.4135954, -111.9296118 33.4135953, -111.9296117 33.413699, -111.929664 33.4136991, -111.9296639 33.4137375, -111.9297096 33.4137376, -111.9297096 33.4136941, -111.9298121 33.4136941, -111.9298121 33.4137397))",POINT (-111.9295874 33.4136396),1566.5,16862
Vista Del Sol K (East Tower),184,256986553,,commercial;residential,,,"POLYGON ((-111.9290373 33.4144731, -111.9290042 33.4144732, -111.9290043 33.4144909, -111.9289752 33.4144859, -111.9289687 33.4145118, -111.9287585 33.4145126, -111.9287583 33.4144694, -111.9287119 33.4144695, -111.9287112 33.4143388, -111.9287616 33.4143386, -111.9287613 33.4142984, -111.9288403 33.4142981, -111.9288397 33.4142043, -111.9287642 33.4142046, -111.9287639 33.4141578, -111.928724 33.414158, -111.9287233 33.4140348, -111.9287583 33.4140346, -111.928758 33.4139854, -111.9289987 33.4139844, -111.9289989 33.4140226, -111.9290345 33.4140225, -111.9290373 33.4144731))",POINT (-111.9288886 33.4142498),1497.7,16121.1
,185,256986554,,yes,,,"POLYGON ((-111.9288843 33.4138853, -111.9287087 33.4138487, -111.9287066 33.413676, -111.9288864 33.4136307, -111.9290055 33.4137545, -111.9288843 33.4138853))",POINT (-111.9288376 33.4137588),549,5909.2
Vista Del Sol F,186,256986555,,yes,,,"POLYGON ((-111.9302074 33.413253, -111.9301828 33.4132526, -111.9301825 33.4132671, -111.9301463 33.4132666, -111.9301459 33.413285, -111.9300317 33.4132834, -111.9300324 33.4132493, -111.9300185 33.4132474, -111.9300136 33.4132299, -111.9299608 33.4132311, -111.9299575 33.4131292, -111.9300124 33.413128, -111.9300115 33.4130997, -111.9299717 33.4131006, -111.9299572 33.4130844, -111.9299539 33.4129861, -111.9299652 33.4129834, -111.9299657 33.4129589, -111.9300004 33.4129594, -111.9300008 33.412941, -111.9299535 33.4129403, -111.9299559 33.4128285, -111.9300068 33.4128293, -111.9300071 33.4128161, -111.9300251 33.4128164, -111.9300255 33.4127965, -111.9300516 33.4127969, -111.9300521 33.4127705, -111.9301545 33.412772, -111.9301541 33.4127911, -111.9301874 33.4127916, -111.9301871 33.4128052, -111.9302062 33.4128055, -111.9302037 33.4129241, -111.9301824 33.4129238, -111.930182 33.4129411, -111.9301493 33.4129406, -111.9301487 33.4129732, -111.9302009 33.412974, -111.9301985 33.4130934, -111.9301554 33.4130928, -111.9301549 33.4131204, -111.9301927 33.413121, -111.9301924 33.413136, -111.9302097 33.4131363, -111.9302074 33.413253))",POINT (-111.9300836 33.4130285),1133.4,12200.2
Vista Del Sol A (Community Center),187,256986557,,yes,,,"POLYGON ((-111.9293377 33.4133228, -111.9293359 33.4129203, -111.9287463 33.4129221, -111.9287468 33.4130174, -111.9289815 33.4130167, -111.9289829 33.4133239, -111.9293377 33.4133228))",POINT (-111.9291194 33.4131014),1702.8,18329.1
Vista Del Sol E,188,256992832,,yes,,,"POLYGON ((-111.930502 33.4126451, -111.9304851 33.4126451, -111.9304851 33.4126623, -111.930447 33.4126623, -111.930447 33.4126788, -111.9302762 33.412679, -111.9302762 33.4126606, -111.930263 33.4126606, -111.9302629 33.4126283, -111.9302222 33.4126283, -111.9302223 33.4126651, -111.9302063 33.4126651, -111.9302063 33.4126755, -111.930121 33.4126756, -111.930121 33.4126634, -111.9301056 33.4126635, -111.9301055 33.412625, -111.9300621 33.412625, -111.9300621 33.4126617, -111.930043 33.4126617, -111.930043 33.4126739, -111.9299603 33.412674, -111.9299603 33.4126649, -111.9299419 33.4126624, -111.9299426 33.4126371, -111.9299427 33.4126355, -111.9299207 33.4126306, -111.9299197 33.4125208, -111.9299379 33.4125207, -111.9299376 33.4124918, -111.9299647 33.4124916, -111.9299645 33.4124726, -111.930049 33.412472, -111.9300491 33.4124884, -111.9300684 33.4124883, -111.9300687 33.4125259, -111.9301 33.4125257, -111.9300997 33.41249, -111.930115 33.4124899, -111.9301148 33.412472, -111.9302087 33.4124714, -111.9302089 33.412489, -111.9302274 33.4124888, -111.9302278 33.412526, -111.9302569 33.4125258, -111.9302566 33.4124935, -111.9302798 33.4124933, -111.9302797 33.4124786, -111.9303371 33.4124782, -111.930337 33.4124635, -111.9303237 33.4124636, -111.930323 33.4123917, -111.9303434 33.4123916, -111.9303432 33.4123697, -111.9302738 33.4123701, -111.9302737 33.4123591, -111.9302589 33.4123592, -111.9302586 33.4123258, -111.9302201 33.4123261, -111.9302204 33.4123593, -111.9302015 33.4123595, -111.9302037 33.4123729, -111.9301141 33.412373, -111.9301141 33.412362, -111.9300994 33.412362, -111.9300994 33.4123303, -111.9300654 33.4123303, -111.9300654 33.4123597, -111.9300457 33.4123598, -111.9300457 33.4123732, -111.929959 33.4123734, -111.929959 33.4123624, -111.9299428 33.4123624, -111.9299427 33.4123276, -111.9299184 33.4123277, -111.929918 33.4122189, -111.9299406 33.4122189, -111.9299405 33.4121894, -111.9299602 33.4121893, -111.9299602 33.4121733, -111.9300457 33.412173, -111.9300457 33.4121888, -111.9300611 33.4121887, -111.9300613 33.4122232, -111.9300988 33.412223, -111.9300985 33.4121925, -111.9301164 33.4121923, -111.9301163 33.4121733, -111.9301987 33.4121727, -111.9301989 33.4121915, -111.9302129 33.4121914, -111.9302133 33.4122224, -111.9302595 33.412222, -111.9302591 33.4121915, -111.9302802 33.4121913, -111.93028 33.4121746, -111.9304429 33.4121732, -111.9304431 33.4121939, -111.9304764 33.4121936, -111.9304786 33.4122071, -111.9304978 33.412207, -111.9304979 33.4123138, -111.9304826 33.4123138, -111.9304826 33.412331, -111.9304555 33.412331, -111.9304555 33.4123696, -111.9304981 33.4123695, -111.9304983 33.4124805, -111.9304601 33.4124805, -111.9304602 33.4125213, -111.9304849 33.4125213, -111.930485 33.4125361, -111.9305018 33.412536, -111.930502 33.4126451))",POINT (-111.930228 33.4124265),2270.9,24443.8
Vista Del Sol B,189,256992834,,yes,,,"POLYGON ((-111.9298143 33.4125372, -111.9297748 33.4125377, -111.9297778 33.4126733, -111.9297135 33.4126743, -111.9297133 33.4126659, -111.9296958 33.4126633, -111.929695 33.4126277, -111.9296528 33.4126283, -111.9296535 33.4126583, -111.9296334 33.4126586, -111.9296338 33.4126734, -111.9294612 33.4126763, -111.9294608 33.4126593, -111.9294272 33.4126598, -111.9294221 33.4126435, -111.9294056 33.412641, -111.9294058 33.4125441, -111.9294245 33.4125441, -111.9294245 33.4125269, -111.9294626 33.412527, -111.9294627 33.4124766, -111.9294082 33.4124765, -111.9294084 33.412377, -111.9294599 33.4123771, -111.92946 33.4123293, -111.9294169 33.4123292, -111.929417 33.4123171, -111.9294015 33.4123146, -111.9293984 33.4122098, -111.929419 33.4122124, -111.9294188 33.412195, -111.9294606 33.4121947, -111.9294604 33.4121764, -111.9296271 33.4121751, -111.9296273 33.412194, -111.9296427 33.4121939, -111.929643 33.4122339, -111.9297001 33.4122336, -111.9296999 33.4122034, -111.9297283 33.4122033, -111.9297282 33.4121846, -111.9297673 33.4121844, -111.929768 33.4123125, -111.9298183 33.4123123, -111.9298186 33.4123743, -111.9297051 33.4123747, -111.929705 33.4123619, -111.9296924 33.412362, -111.9296922 33.4123295, -111.9296532 33.4123297, -111.9296533 33.4123616, -111.929635 33.4123616, -111.929635 33.4123737, -111.9295797 33.412374, -111.9295798 33.4123814, -111.9296026 33.4123812, -111.9296036 33.4124737, -111.9295843 33.4124739, -111.9295844 33.412483, -111.9296344 33.4124825, -111.9296346 33.4124951, -111.9296565 33.4124948, -111.9296572 33.4125299, -111.9296919 33.4125295, -111.9296913 33.4124938, -111.9297136 33.4124935, -111.9297133 33.4124776, -111.929813 33.4124762, -111.9298143 33.4125372))",POINT (-111.9295861 33.4124285),1549.6,16680
Vista Del Sol D,190,256992835,,yes,,,"POLYGON ((-111.9304952 33.4120298, -111.930474 33.4120301, -111.9304743 33.4120442, -111.930434 33.4120448, -111.9304342 33.4120588, -111.9302839 33.412061, -111.9302837 33.4120495, -111.930261 33.4120498, -111.9302603 33.4120161, -111.9302173 33.4120168, -111.930218 33.4120483, -111.9301927 33.4120486, -111.9301929 33.41206, -111.9301191 33.412061, -111.9301189 33.4120501, -111.9301032 33.4120503, -111.9301026 33.4120208, -111.9300604 33.4120214, -111.930061 33.4120511, -111.9300408 33.4120514, -111.9300411 33.4120645, -111.9299574 33.4120657, -111.9299572 33.4120571, -111.9299416 33.4120573, -111.929941 33.4120252, -111.9299095 33.4120256, -111.9299073 33.4119135, -111.9299328 33.4119131, -111.9299323 33.4118853, -111.9299623 33.4118849, -111.9299619 33.4118628, -111.9300555 33.4118615, -111.9300559 33.4118786, -111.9300694 33.4118784, -111.9300702 33.4119164, -111.9300957 33.4119161, -111.930095 33.4118829, -111.9301172 33.4118826, -111.9301168 33.4118657, -111.9302007 33.4118645, -111.9302011 33.4118827, -111.9302213 33.4118824, -111.930222 33.4119179, -111.9302567 33.4119174, -111.9302561 33.4118865, -111.9302805 33.4118862, -111.9302802 33.4118713, -111.9303211 33.4118707, -111.9303192 33.4117808, -111.9303413 33.4117805, -111.9303409 33.4117612, -111.9302785 33.4117621, -111.9302782 33.4117493, -111.9302555 33.4117496, -111.9302548 33.4117196, -111.9302229 33.4117201, -111.9302235 33.4117488, -111.9302028 33.4117524, -111.930201 33.4117632, -111.9301173 33.4117644, -111.9301171 33.4117538, -111.9300977 33.411754, -111.9300969 33.4117164, -111.9300624 33.4117169, -111.9300631 33.4117478, -111.9300373 33.4117482, -111.9300376 33.4117592, -111.9299629 33.4117603, -111.9299627 33.4117504, -111.9299441 33.4117507, -111.9299434 33.4117224, -111.929916 33.4117228, -111.9299134 33.4116085, -111.9299371 33.4116082, -111.9299364 33.41158, -111.9299644 33.4115795, -111.9299641 33.4115676, -111.9300473 33.4115662, -111.9300475 33.4115746, -111.9300652 33.4115743, -111.9300662 33.4116117, -111.9301007 33.411611, -111.9301 33.4115855, -111.9301229 33.411585, -111.9301224 33.4115674, -111.9301993 33.4115659, -111.9302019 33.4115775, -111.9302214 33.4115777, -111.9302207 33.4116145, -111.9302617 33.4116151, -111.9302624 33.4115825, -111.9302872 33.4115829, -111.9302875 33.4115694, -111.9304287 33.4115715, -111.9304282 33.4115913, -111.9304684 33.4115919, -111.930468 33.4116124, -111.9304892 33.4116128, -111.9304874 33.4116962, -111.9304756 33.411696, -111.9304752 33.4117137, -111.9304498 33.4117134, -111.9304486 33.4117682, -111.9304921 33.4117688, -111.93049 33.4118669, -111.930452 33.4118664, -111.9304509 33.4119175, -111.9304755 33.4119179, -111.9304781 33.4119302, -111.9304931 33.41193, -111.9304952 33.4120298))",POINT (-111.9302169 33.4118168),2187.6,23547.1
Vista Del Sol C,191,256992836,,yes,,,"POLYGON ((-111.9298104 33.4119344, -111.929776 33.4119346, -111.9297772 33.4120714, -111.9297032 33.4120719, -111.929703 33.4120561, -111.9296863 33.4120562, -111.929686 33.4120226, -111.9296513 33.4120228, -111.9296516 33.4120563, -111.929631 33.4120565, -111.9296311 33.4120674, -111.9295373 33.412068, -111.9295369 33.4120218, -111.9295089 33.4120219, -111.9295093 33.4120648, -111.9294583 33.4120651, -111.9294582 33.4120479, -111.9294217 33.412048, -111.9294216 33.4120342, -111.9294078 33.4120342, -111.9294077 33.4119351, -111.9294232 33.4119351, -111.9294233 33.4119185, -111.9294639 33.4119186, -111.9294641 33.4118636, -111.9294157 33.4118635, -111.9294161 33.4117717, -111.9294275 33.4117717, -111.9294276 33.4117639, -111.9294643 33.4117643, -111.9294648 33.411723, -111.9294237 33.4117226, -111.929424 33.411702, -111.9294113 33.4117019, -111.9294129 33.4116049, -111.929426 33.4116051, -111.9294263 33.4115886, -111.9294598 33.411589, -111.9294659 33.4115681, -111.9295129 33.4115677, -111.9295135 33.4116173, -111.9295369 33.4116172, -111.9295364 33.4115727, -111.9296309 33.4115721, -111.929631 33.411585, -111.929651 33.4115849, -111.9296513 33.4116194, -111.9296987 33.4116192, -111.9296985 33.4115894, -111.9297235 33.4115894, -111.9297235 33.4115757, -111.9297721 33.4115756, -111.9297721 33.4117063, -111.9298094 33.4117063, -111.9298094 33.4117586, -111.9297149 33.4117586, -111.9297149 33.4117493, -111.9296965 33.4117492, -111.9296966 33.4117203, -111.9296542 33.4117202, -111.9296541 33.4117512, -111.9296351 33.4117511, -111.929635 33.4117672, -111.9295802 33.4117671, -111.9295802 33.4117727, -111.9296027 33.4117727, -111.9296025 33.4118659, -111.9295845 33.4118658, -111.9295845 33.4118753, -111.9296408 33.4118752, -111.9296408 33.4118896, -111.9296564 33.4118896, -111.9296565 33.4119189, -111.9296875 33.4119188, -111.9296873 33.4118918, -111.9297108 33.4118916, -111.9297106 33.411872, -111.9298098 33.4118714, -111.9298104 33.4119344))",POINT (-111.9295905 33.411823),1496.6,16109
Vista Del Sol Residential Parking,192,256992837,,,parking,,"POLYGON ((-111.9293184 33.4115479, -111.9293172 33.4126577, -111.9292512 33.4126577, -111.9292511 33.4127003, -111.9287207 33.4126999, -111.9287208 33.4125633, -111.928514 33.4125632, -111.9285149 33.4116263, -111.9285941 33.4116264, -111.9285941 33.4115474, -111.9293184 33.4115479))",POINT (-111.928927 33.4121097),9158.9,98585.7
,193,256992838,,yes,,,"POLYGON ((-111.9260938 33.4096964, -111.9260929 33.4098147, -111.9258761 33.4098135, -111.9258785 33.4095218, -111.9260917 33.409523, -111.9260907 33.4096568, -111.9261278 33.4096571, -111.9261275 33.4096965, -111.9260938 33.4096964))",POINT (-111.9259875 33.409669),660.7,7111.4
,194,257007821,,yes,,,"POLYGON ((-111.9282773 33.4145493, -111.9284243 33.4145486, -111.9284188 33.4137557, -111.9283504 33.4137561, -111.9283515 33.4139267, -111.928276 33.413927, -111.9282771 33.4140929, -111.9283516 33.4140925, -111.9283542 33.4144695, -111.9282767 33.4144699, -111.9282773 33.4145493))",POINT (-111.9283686 33.4141591),757.2,8150.3
,195,257007822,,yes,,,"POLYGON ((-111.928077 33.4145506, -111.9275141 33.4145506, -111.9275141 33.4144263, -111.9276136 33.4144263, -111.9276136 33.4144992, -111.9280771 33.4144992, -111.928077 33.4145506))",POINT (-111.9277491 33.4145124),373,4015.4
,196,257007823,,yes,,,"POLYGON ((-111.927655 33.4143727, -111.9275106 33.4143711, -111.9275106 33.4138193, -111.927655 33.4138178, -111.927655 33.4139066, -111.9275771 33.413905, -111.9275771 33.4142823, -111.9276531 33.4142823, -111.927655 33.4143727))",POINT (-111.9275635 33.4140955),520.4,5602
,197,257007824,,yes,,,"POLYGON ((-111.9280304 33.4139869, -111.9278531 33.4139885, -111.9278493 33.4136932, -111.9278968 33.4136927, -111.9278961 33.4136411, -111.9280259 33.4136399, -111.9280304 33.4139869))",POINT (-111.9279423 33.4138203),608.9,6554.1
,198,257007826,,yes,,,"POLYGON ((-111.9284162 33.4136937, -111.928405 33.4129938, -111.9282771 33.4129952, -111.9282784 33.4130786, -111.9283438 33.4130779, -111.9283453 33.4131698, -111.9282179 33.4131712, -111.928219 33.4132394, -111.9283227 33.4132382, -111.9283234 33.413285, -111.9282204 33.4132861, -111.9282217 33.413364, -111.9283408 33.4133626, -111.9283421 33.4134447, -111.9282748 33.4134455, -111.928276 33.4135181, -111.9283381 33.4135174, -111.9283399 33.4136254, -111.9282313 33.4136266, -111.9282324 33.4136957, -111.9284162 33.4136937))",POINT (-111.9283396 33.4133508),873,9397.3
,199,257007828,,yes,,,"POLYGON ((-111.9280221 33.413528, -111.9278863 33.4135279, -111.9278869 33.4129839, -111.9280307 33.412984, -111.9280306 33.4130801, -111.9279773 33.41308, -111.9279772 33.4131651, -111.9280684 33.4131651, -111.9280683 33.4132336, -111.9279732 33.4132335, -111.9279732 33.4132872, -111.9280762 33.4132873, -111.9280761 33.4133619, -111.9279445 33.4133618, -111.9279444 33.4134558, -111.9280222 33.4134559, -111.9280221 33.413528))",POINT (-111.9279578 33.4132458),700.9,7544.6
,200,257007829,,yes,,,"POLYGON ((-111.9278076 33.4129498, -111.9274712 33.4129477, -111.9274707 33.4130059, -111.9275163 33.4130123, -111.9275119 33.4131845, -111.9274382 33.4131832, -111.9274364 33.4132531, -111.9275053 33.4132543, -111.9275025 33.4133635, -111.9274593 33.4133627, -111.9274707 33.4134182, -111.9276166 33.4134196, -111.9276174 33.4133599, -111.9278056 33.4133616, -111.9278064 33.4132981, -111.9275577 33.4132959, -111.9275586 33.4132295, -111.927597 33.4132298, -111.9275975 33.4131798, -111.9278005 33.4131812, -111.927801 33.4131297, -111.9276013 33.4131284, -111.9276024 33.4130064, -111.9278071 33.4130078, -111.9278076 33.4129498))",POINT (-111.9276071 33.4131772),886.7,9544.1
,201,257007831,,yes,,,"POLYGON ((-111.9273072 33.4134056, -111.9273068 33.4133581, -111.9272839 33.4133582, -111.927283 33.4132396, -111.927332 33.4132393, -111.9273316 33.4131869, -111.92728 33.4131872, -111.9272786 33.4130091, -111.9273201 33.4130088, -111.9273196 33.4129383, -111.9269796 33.4129402, -111.9269803 33.4130252, -111.9271657 33.4130241, -111.9271665 33.4131169, -111.9269687 33.413118, -111.9269694 33.4132072, -111.9271564 33.4132062, -111.9271567 33.4132406, -111.9272585 33.4132401, -111.927259 33.4132974, -111.9269893 33.4132989, -111.9269897 33.4133548, -111.9271825 33.4133538, -111.9271829 33.4134062, -111.9273072 33.4134056))",POINT (-111.9271625 33.4131472),1007.4,10843.5
